Elapsed Time,1-instances-per-model-batch-1-time-2000,1-instances-per-model-batch-3-time-2000,1-instances-per-model-batch-5-time-2000,2-instances-per-model-batch-1-time-2000,2-instances-per-model-batch-3-time-2000,2-instances-per-model-batch-5-time-2000,3-instances-per-model-batch-1-time-2000,3-instances-per-model-batch-3-time-2000,3-instances-per-model-batch-5-time-2000,4-instances-per-model-batch-1-time-2000,4-instances-per-model-batch-3-time-2000,4-instances-per-model-batch-5-time-2000
107194.0,,,,,,,,,15.338000000000001,,,
107195.0,,,,,,,,,18.571,,,
107198.0,,,,,,,,,16.822,,,
107203.0,,,,,,,,,18.563,,,
107210.0,,,,,,,,,18.555,,,
107211.0,,,,,,,,,18.555,,,
107305.0,,,,,,,,,,,,19.30366666666667
107306.0,,,,,,,,,,,,12.962
107307.0,,,,,,,,,,,,19.583000000000002
107309.0,,,,,,,,,,,,14.229333333333335
107310.0,,,,,,,,,,,,12.957
107311.0,,,,,,,,,,,,28.001
107314.0,,,,,,,,,,,,27.999
107322.0,,,,,,,,,,,,27.309
107324.0,,,,,,,,,,,,16.92
107335.0,,43.8805,,,,,,,,,,
107336.0,,40.825,,,,,,,,,,
107337.0,,42.86033333333333,,,,,,,,,,
107338.0,,47.169,,,,,,,,,,
107339.0,,55.327333333333335,,,,,,,,,,
107342.0,,47.165,,,,,,,,,,
107344.0,,56.314,,,,,,,,,,
107348.0,,59.448,,,,,,,,,,
107352.0,,65.69,,,,,,,,,,
107382.0,,,45.929249999999996,,,,,,,,,
107383.0,,,51.60333333333333,,,,,,,,,
107384.0,,,67.917,,,,,,,,,
107385.0,,,48.258,,,,,,,,,
107386.0,,,48.257,,,,,,,,,
107388.0,,,38.628,,,,,,,,,
107389.0,,,58.188,,,,,,,,,
107390.0,,,58.187,,,,,,,,,
107392.0,,,48.25,,,,,,,,,
107396.0,,,58.181,,,,,,,,,
107397.0,,,58.175,,,,,,,,,
107442.0,,,,,22.44,,,,,,,
107443.0,,,,,20.9535,,,,,,,
107444.0,,,,,28.891,,,,,,,
107445.0,,,,,21.649,,,,,,,
107446.0,,,,,28.889,,,,,,,
107447.0,,,,,24.2245,,,,,,,
107449.0,,,,,27.4495,,,,,,,
107459.0,,,,,32.705,,,,,,,
107461.0,,,,,32.703,,,,,,,
107469.0,,,,,32.704,,,,,,,
107471.0,,,,,35.51,,,,,,,
107492.0,,,,,,,,,,23.347,,
107762.0,84.069,,,,,,,,,,,
107766.0,,,,,,,,12.111,,,,
107767.0,,,,,,,,13.2775,,,,
107768.0,,,,,,,,17.862000000000002,,,,
107769.0,,,,,,,,17.630666666666666,,,,
107770.0,,,,,,,,18.965,,,,
107771.0,,,,,,,,15.792,,,,
107772.0,,,,,,,,18.963,,,,
107776.0,,,,,,,,18.96,,,,
107777.0,,,,,,,,21.27,,,,
107786.0,,,,,,,,21.261,,,,
107803.0,,,,,,,30.0,,,,,
107844.0,,,,9.662,,,,,,,,
107893.0,,,,,,,,,,,,16.352
107898.0,,,,,,,,,,,,16.347
107959.0,,,,,,,,,,,13.596,
107960.0,,,,,,,,,,,16.715,
107961.0,,,,,,,,,,,15.657333333333332,
107962.0,,,,,,,,,,,13.677999999999999,
107963.0,,,,,,,,,,,17.584,
107965.0,,,,,,,,,,,16.919,
107966.0,,,,,,,,,,,15.384,
107967.0,,,,,,,,,,,19.574,
107975.0,,,,,,,,,,,18.235,
108249.0,,,,15.1,,,,,,,,
108250.0,,,,11.888,,,,,,,,
108251.0,,,,16.1725,,,,,,,,
108256.0,,,,20.478,,,,,,,,
108257.0,,,,19.899,,,,,,,,
108516.0,,,,,,,,,,23.555,,
108853.0,,,,,,,,22.594333333333335,,,,
109025.0,,,,,,,29.571,,,,,
109278.0,,,,22.12,,,,,,,,
109313.0,,,,,,29.742,,,,,,
109314.0,,,,,,35.728,,,,,,
109449.0,,,,,,,,,,23.486,,
109469.0,,,,,,,,,,23.505,,
109868.0,,,,,37.119,,,,,,,
109869.0,,,,,33.112,,,,,,,
109916.0,,,,,,,29.708,,,,,
109930.0,,,,,,,,,,,19.197000000000003,
109932.0,,,,,,,,,,,20.781,
109990.0,,,,,,,,,23.254666666666665,,,
110150.0,,,,,,,,24.165333333333333,,,,
110426.0,84.174,,,,,,,,,,,
110463.0,,,,,,,,,,23.185,,
110509.0,,,,20.48,,,,,,,,
110578.0,,66.83466666666665,,,,,,,,,,
110661.0,,,,,,,29.906,,,,,
111152.0,,,,,,,,,,,20.192,
111153.0,,,,,,,,,,,20.822,
111323.0,,,,,,39.709,,,,,,
111381.0,,,,,,,,,,23.552,,
111781.0,,,,,,,,,22.631,,,
111782.0,,,,,,,,,23.214,,,
111786.0,,,,,,,,,23.21,,,
111889.0,,,,,,,29.594,,,,,
112043.0,,,,21.746,,,,,,,,
112406.0,,,,,,,,,,23.402,,
112441.0,,,,,,,,,,23.442,,
112488.0,,,,,,,,,,,20.354,
112554.0,,,,,,,,,23.305,,,
112814.0,,,,,,,29.694,,,,,
112987.0,84.111,,,,,,,,,,,
112990.0,,,,,,,,,,,,16.069
113084.0,,,,,,,,23.31533333333333,,,,
113170.0,,,,20.378,,,,,,,,
113291.0,,,,,,,,,,,,17.2436
113326.0,,,,,,,,,,23.349,,
113426.0,,,,,,,29.991,,,,,
113604.0,,,,,33.383,,,,,,,
113605.0,,,,,34.7625,,,,,,,
114348.0,,,,,,,,,,23.657,,
114659.0,,,,,,,29.694,,,,,
114789.0,,,,21.631,,,,,,,,
115010.0,,,,,,,,,21.716,,,
115011.0,,,,,,,,,25.448999999999998,,,
115012.0,,,,,,,,,21.718,,,
115272.0,,,,,,,,,,23.469,,
115346.0,,,,,,,,,,23.588,,
115424.0,,,,,,,,23.3995,,,,
115425.0,,,,,,,,21.865,,,,
115546.0,84.376,,,,,,,,,,,
115576.0,,,,,,,29.708,,,,,
115756.0,,,,20.554,,,,,,,,
116191.0,,,,,,,30.031,,,23.448,,
116529.0,,,,,34.68533333333334,,,,,,,
116702.0,,,,,,,,24.47366666666667,,,,
116730.0,,,58.571,,,,,,,,,
116731.0,,,63.38249999999999,,,,,,,,,
116732.0,,,68.194,,,,,,,,,
116735.0,,,58.566,,,,,,,,,
116999.0,,,,,,,,,,,16.945,
117000.0,,,,,,,,,,,17.613,
117030.0,,66.79866666666668,,,,,,,,,,
117217.0,,,,,,,,,,23.859,,
117385.0,,,,,,,,,,,,15.398000000000001
117386.0,,,,,,,,,,,,28.976
117387.0,,,,,,,,,,,,28.976
117425.0,,,,,,,29.689,,,,,
117507.0,,,,21.472,,,,,,,,
118142.0,,,,,,,,,,23.859,,
118210.0,84.478,,,,,,,,,,,
118223.0,,,,,,,29.919,,,,,
118248.0,,,,,,,,,,23.749,,
118393.0,,,,20.584,,,,,,,,
118431.0,,,,,,,,,,,17.7145,
118432.0,,,,,,,,,,,19.247,
119057.0,,,,,,,29.915,,,,,
119159.0,,,,,,,,,,23.31,,
119390.0,,,,,,31.644,,,,,,
119395.0,,,,,,30.822,,,,,,
119396.0,,,,,,30.006,,,,,,
119401.0,,,,,,30.0,,,,,,
119760.0,,,,,,,,,,,19.364,
119761.0,,,,,,,,,,,18.641,
119878.0,,,,,,,,23.38033333333333,,,,
120066.0,,,,,34.083,,,,,,,
120072.0,,,,,36.285,,,,,,,
120081.0,,,,,,,,,,23.861,,
120139.0,,,,21.501,,,,,,,,
120188.0,,,,,,,29.693,,,,,
120268.0,,,,,,,,,,,,24.081333333333333
120269.0,,,,,,,,,,,,26.094
120270.0,,,,,,,,,,,,20.052
120865.0,84.487,,,,,,,,,,,
120979.0,,,,20.665,,,,,,,,
121036.0,,,,,,,29.869,,,,,
121106.0,,,,,,,,,,23.878,,
121203.0,,,,,,,,,,23.698,,
121644.0,,,,,,32.977000000000004,,,,,,
121645.0,,,,,,27.756,,,,,,
121808.0,,,,,,,,,,,17.319,
121810.0,,,,,,,,,,,18.572,
122026.0,,,,,,,,,,23.757,,
122030.0,,,,,,,29.735,,,,,
122214.0,,,,,,,,22.956666666666667,,,,
122526.0,,,,,,,,,21.672,,,
122532.0,,,,,,,,,21.667,,,
122534.0,,,,,,,,,21.666,,,
122535.0,,,,,,,,,23.304,,,
122776.0,,,,21.524,,,,,,,,
122952.0,,,,,,,29.794,,,,,
123075.0,,,,,,,,,,23.793,,
123175.0,,62.769,,,,,,,,,,
123176.0,,69.0155,,,,,,,,,,
123331.0,,,,,34.44433333333333,,,,,,,
123349.0,,,,,,,,,,,17.464333333333332,
123512.0,,,,23.348,,,,,,,,
123564.0,,,,,,,,24.8925,,,,
123565.0,,,,,,,,23.653,,,,
123637.0,84.375,,,,,,,,,,,
123761.0,,,,,,,,,,28.75,,
123762.0,,,,,,,,,,24.992,,
123763.0,,,,,,,30.418999999999997,,,28.69366666666666,,
123764.0,,,,,,,,,,26.966,,
123765.0,,,,,,,,,,29.017333333333337,,
123766.0,,,,,,,32.310500000000005,,,30.925,,
123767.0,,,,,,,,,,39.118,,
123768.0,,,,,,,33.69,,,31.947,,
123769.0,,,,,,,40.449,,,37.065,,
123771.0,,,,,,,,,,33.993,,
123772.0,,,,,,,,,,35.017,,
123775.0,,,,,,,36.6555,,,36.139,,
123776.0,,,,,,,36.63,,,40.131,,
123777.0,,,,,,,36.652,,,,,
123782.0,,,,,,,39.509,,,,,
123783.0,,,,,,,,,,53.286,,
123784.0,,,,,,,42.275,,,,,
123785.0,,,,,,,,,,49.784,,
123786.0,,,,,,,,,,50.098,,
123787.0,,,,,,,,,,49.043,,
123789.0,,,,,,,41.528,,,45.137,,
123790.0,,,,,,,,,,44.112,,
123792.0,,,,,,,,,,41.138,,
123793.0,,,,,,,43.185,,,42.164,,
123794.0,,,,,,,,,,43.186,,
123795.0,,,,,,,45.364000000000004,,,46.153,,
123797.0,,,,,,,45.233,,,51.272,,
123800.0,,,,,,,,,,48.2,,
123801.0,,,,,,,48.405,,,,,
123806.0,,,,,,,47.478,,,,,
123809.0,,,,,,,49.419,,,,,
123810.0,,,,,,,50.545,,,,,
123814.0,,,,,,,52.473,,,,,
123816.0,,,,,,,52.432,,,,,
123819.0,,,,,,,54.426,,,,,
123820.0,,,,,,,55.45,,,,,
123823.0,,,,,,,56.575,,,,,
123825.0,,,,,,,57.492,,,,,
123827.0,,,,,,,58.411,,,,,
123828.0,,,,,,,59.998999999999995,,,,,
123862.0,,,,,,,61.654,,,,,
123975.0,,,,,,,,,,54.045,,
123982.0,,,,,,35.86,,,,,,
123985.0,,,,,,35.856,,,,,,
123986.0,,,,,,46.024,,,,,,
123987.0,,,,,,36.6735,,,,,,
123990.0,,,,,,37.488,,,,,,
123991.0,,,,,,37.4875,,,,,,
123992.0,,,,,,37.487,,,,,,
123993.0,,,,,,46.168,,,,,,
123997.0,,,,,,46.165,,,,,,
124000.0,,,,,,51.1695,,,,,,
124001.0,,,,,,56.178,,,,,,
124004.0,,,,,,46.1575,,,,,,
124008.0,,,,,,56.171,,,,,,
124011.0,,,,,,56.168,,,,,,
124013.0,,,,,,47.806,,,,,,
124017.0,,,,,,47.802,,,,,,
124019.0,,,,,,,,,22.22375,,,
124020.0,,,,,,,,,21.814,,,
124021.0,,,,,,47.798,,,,,,
124024.0,,,,,,47.796,,,,,,
124026.0,,,,,,66.274,,,,,,
124030.0,,,,,,66.269,,,,,,
124031.0,,,,,,66.269,,,,,,
124037.0,,,,,,62.0415,,,,,,
124038.0,,,,,,66.262,,,,,,
124041.0,,,,,,57.816,,,,,,
124047.0,,,,,,57.81,,,,,,
124053.0,97.80975000000001,,,,,,,,,,,
124054.0,91.843,,,,,,,,,,,
124055.0,97.099,,,,,,,,,,,
124056.0,105.10300000000001,,,,,,,,,,,
124057.0,112.937,,,,,,,,,,,
124062.0,115.693,,,,,,,,,,,
124067.0,118.351,,,,,,,,,,,
124082.0,,,,,,,,,,,,16.240666666666666
124083.0,,,,,,,,,,,,18.806
124138.0,,,,,,,,,,54.922,,
124246.0,,,,,,,,,,,,18.644000000000002
124247.0,,,,,,,,,,,,21.1985
124792.0,,,,,,,61.697,,,,,
124883.0,,,,,,,,,,,17.850666666666665,
124891.0,,,,,,,,,,55.194,,
125560.0,,,,19.662,,,,,,,,
125716.0,,,,,,,61.747,,,,,
125766.0,,,,,,,,,23.59825,,,
125767.0,,,,,,,,,21.701,,,
126075.0,,,,23.553,,,,,,,,
126209.0,,,,,,,,,,,18.64,
126210.0,,,,,,,,,,,20.258,
126225.0,,,,,,,,,,54.885,,
126561.0,,,60.797250000000005,,,,,,,,,
126562.0,,,68.091,,,,,,,,,
126640.0,,,,,,,61.948,,,,,
126736.0,,,,,,,,23.613999999999997,,,,
126737.0,,,,,,,,22.958,,,,
126911.0,,,,,35.734,,,,,,,
126912.0,,,,,33.7,,,,,,,
127064.0,,,,,,,,,,54.907,,
127143.0,,,,,,,,,,55.966,,
127186.0,,,,,,,,,38.796,,,
127187.0,,,,,,,,,29.4255,,,
127188.0,,,,,,,,,30.984,,,
127189.0,,,,,,,,,30.258000000000003,,,
127190.0,,,,,,,,,27.863,,,
127191.0,,,,,,,,,28.417666666666666,,,
127192.0,,,,,,,,,29.528,,,
127193.0,,,,,,,,,30.011666666666667,,,
127195.0,,,,,,,,,38.786,,,
127198.0,,,,,,,,,38.783500000000004,,,
127200.0,,,,,,,,,38.782,,,
127204.0,,,,,,,,,41.027,,,
127209.0,,,,,,,,,41.023,,,
127211.0,,,,,,,,,41.021,,,
127212.0,,,,,,,,,45.2695,,,
127214.0,,,,,,,,,42.4765,,,
127215.0,,,,,,,,,49.514,,,
127216.0,,,,,,,,,49.514,,,
127218.0,,,,,,,,,42.473,,,
127220.0,,,,,,,,,42.471,,,
127221.0,,,,,,,,,42.47,,,
127302.0,,,,,,,,,,,,23.668999999999997
127304.0,,,,,,,,,,,,20.695500000000003
127305.0,,,,,,,,,,,,20.695
127306.0,,,,,,,,,,,,31.0395
127307.0,,,,,,,,,,,,30.22175
127308.0,,,,,,,,,,,,24.283
127309.0,,,,,,,,,,,,24.282
127310.0,,,,,,,,,,,,35.611
127311.0,,,,,,,,,,,,29.669666666666668
127313.0,,,,,,,,,,,,33.952
127315.0,,,,,,,,,,,,26.629
127319.0,,,,,,,,,,,,41.267
127325.0,,,,,,,,,,,,41.261
127326.0,,,,,,,,,,,,31.837
127327.0,,,,,,,,,,,,31.836
127328.0,,,,,,,,,,,,31.835
127330.0,,,,,,,,,,,,31.833
127334.0,,71.104,,,,,,,,,,35.721
127335.0,,102.131,,,,,,,,,,
127336.0,,81.41199999999999,,,,,,,,,,
127337.0,,,,,,,,,,,,35.718
127338.0,,71.099,,,,,,,,,,
127339.0,,89.7375,,,,,,,,,,
127340.0,,114.332,,,,,,,,,,
127341.0,,92.714,,,,,,,,,,
127345.0,,77.241,,,,,,,,,,
127346.0,,83.482,,,,,,,,,,
127347.0,,89.67699999999999,,,,,,,,,,
127348.0,,86.604,,,,,,,,,,
127349.0,,97.95266666666667,,,,,,,,,,
127351.0,,108.153,,,,,,,,,,
127354.0,,108.15,,,,,,,,,,
127361.0,,108.144,,,,,,,,,,
127365.0,,114.308,,,,,,,,,,
127385.0,,,67.268,,,,,,,,,
127386.0,,,82.01599999999999,,,,,,,,,
127387.0,,,77.0495,,,,,,,,,
127388.0,,,86.831,,,,,,,,,
127389.0,,,86.926,,,,,,,,,
127390.0,,,76.992,,,,,,,,,
127391.0,,,80.26966666666667,,,,,,,,,
127392.0,,,91.792,,,,,,,,,
127393.0,,,91.791,,,,,,,,,
127406.0,,,106.771,,,,,,,,,
127407.0,,,96.744,,,,,,,,,
127412.0,,,96.739,,,,,,,,,
127413.0,,,106.768,,,,,,,,,
127415.0,,,106.767,,,,,,,,,
127418.0,,,106.764,,,,,,,,,
127421.0,,,116.418,,,,,,,,,
127423.0,,,116.416,,,,,,,,,
127432.0,,,116.407,,,,,,,,,
127435.0,,,116.404,,,,,,,,,
127444.0,,,,,35.201,,,,,,,
127446.0,,,,,39.915,,,,,,,
127447.0,,,,,37.556,,,,,,,
127448.0,,,,,44.4075,,,,,,,
127449.0,,,,,41.902,,,,,,,
127450.0,,,,,49.72,,,,,,,
127451.0,,,,,50.1665,,,,,,,
127452.0,,,,,45.650000000000006,,,,,,,
127453.0,,,,,52.992,,,,,,,
127454.0,,,,,52.5605,,,,,,,
127455.0,,,,,57.9015,,,,,,,
127456.0,,,,,60.08,,,,,,,
127457.0,,,,,60.079,,,,,,,
127458.0,,,,,62.33,,,,,,,
127461.0,,,,,62.328,,,,,,,
127463.0,,,,,66.727,,,,,,,
127466.0,,,,,66.724,,,,,,,
127471.0,,,,,69.076,,,,,,,
127474.0,,,,,66.716,,,,,,,
127486.0,,,,,69.062,,,,,,,
127487.0,,,,,69.06,,,,,,,
127541.0,,,,,,,,,,,19.334999999999997,
127557.0,,,,,,,61.956,,,,,
127761.0,,,,,,,,23.244,,,,
127762.0,,,,,,,,26.521,,,,
127763.0,,,,,,,,26.317,,,,
127764.0,,,,,,,,29.420666666666666,,,,
127765.0,,,,,,,,28.67,,,,
127766.0,,,,,,,,30.647666666666666,,,,
127767.0,,,,,,,,29.997,,,,
127768.0,,,,,,,,36.199000000000005,,,,
127769.0,,,,,,,,38.3925,,,,
127770.0,,,,,,,,38.66466666666667,,,,
127771.0,,,,,,,,39.926,,,,
127772.0,,,,,,,,35.391,,,,
127779.0,,,,,,,,42.273,,,,
127781.0,,,,,,,,46.878,,,,
127783.0,,,,,,,,42.269,,,,
127784.0,,,,,,,,43.807,,,,
127785.0,,,,,,,,43.806,,,,
127788.0,,,,,,,,46.871,,,,
127861.0,,,,,,,,,,56.191,,
127958.0,,,,,,,,,,,19.734,
127959.0,,,,,,,,,,,20.964,
127960.0,,,,,,,,,,,23.20325,
127962.0,,,,,,,,,,,26.332,
127964.0,,,,,,,,,,,30.161,
127966.0,,,,,,,,,,,28.572,
127968.0,,,,,,,,,,,29.453666666666667,
127969.0,,,,,,,,,,,32.2175,
127970.0,,,,,,,,,,,31.22,
127974.0,,,,,,,,,,,33.21,
127977.0,,,,,,,,,,,34.510000000000005,
127978.0,,,,,,,,,,,35.812,
127980.0,,,,,,,,,,,38.238,
127981.0,,,,,,,,,,,34.581,
127982.0,,,,,,,,,,,34.58,
127983.0,,,,,,,,,,,34.579,
127985.0,,,,,,,,,,,38.233,
127987.0,,,,,,,,,,,38.231,
128159.0,,,,19.828,,,,,,,,
128249.0,,,,24.04,,,,,,,,
128250.0,,,,24.549999999999997,,,,,,,,
128251.0,,,,25.059,,,,,,,,
128252.0,,,,29.223333333333333,,,,,,,,
128253.0,,,,32.022,,,,,,,,
128254.0,,,,34.989333333333335,,,,,,,,
128255.0,,,,35.91,,,,,,,,
128257.0,,,,39.901,,,,,,,,
128259.0,,,,41.333,,,,,,,,
128260.0,,,,38.569,,,,,,,,
128264.0,,,,42.355,,,,,,,,
128406.0,,,,,,62.71825,,,,,,
128407.0,,,,,,74.234,,,,,,
128479.0,,,,,,,62.16,,,,,
128735.0,,,,44.543,,,,,,,,
129049.0,,,,,,,,47.819,,,,
129050.0,,,,,,,,47.818,,,,
129059.0,,,,,,,,,,,,35.12325
129060.0,,,,,,,,,,,,36.249
129090.0,,,,,,,,,,56.112,,
129405.0,,,,,,,62.152,,,,,
129882.0,,,,,71.066,,,,,,,
129883.0,,,,,71.065,,,,,,,
129942.0,,,,,,,,,,56.158,,
130021.0,,,,,,,,,,57.124,,
130039.0,,,,,,64.695,,,,,,
130040.0,,,,,,72.602,,,,,,
130324.0,,,,,,,62.26,,,,,
130425.0,,,,,,,,48.12366666666666,,,,
130714.0,,,,,,,,,,,37.751,
130829.0,,,,,,,,,,57.213,,
130991.0,,,,41.367,,,,,,,,
131245.0,,,,,,,62.462,,,,,
131400.0,,,,44.644,,,,,,,,
131518.0,,,,,,,,,,,,42.98233333333334
131519.0,,,,,,,,,,,,40.683499999999995
131975.0,,,,,,,,,,,37.684,
131976.0,,,,,,,,,,,37.683,
131978.0,,,,,,,,,,,37.682,
132061.0,,,,,,,,,,57.138,,
132178.0,,,,,,,62.456,,,,,
132927.0,,,,,,,,,,57.208,,
132966.0,,,,,,,,,,58.316,,
133089.0,,,,,,,62.583,,,,,
133245.0,,,,,,,,,44.973333333333336,,,
133246.0,,,,,,,,,44.6,,,
133273.0,,,,,,,,,,,37.724,
133275.0,,,,,,,,,,,37.722,
133461.0,,,,,69.636,,,,,,,
133496.0,,,,,,,,48.00300000000001,,,,
133549.0,,,,41.575,,,,,,,,
133639.0,,,,,,,,,,58.609,,
133790.0,,,,44.812,,,,,,,,
134114.0,,,,,,,62.564,,,,,
134614.0,,,,,,,,,,,38.811,
134633.0,,,,,,,,,,,,44.462
134924.0,,,,,,,,,,58.368,,
134955.0,,,,,,,62.849,,,,,
134996.0,,,,,,,,,43.967,,,
134997.0,,,,,,,,,45.013,,,
135000.0,,,,,,,,,45.01,,,
135312.0,,,,,,,,,,,,34.907
135313.0,,,,,,,,,,,,39.3445
135318.0,,,,,,,,,,,,34.901
135799.0,,,,,,,,,,58.44,,
135855.0,,,,,,,62.873,,,,,
135874.0,,,,,,,,,,59.46,,
135954.0,,,,,,,,47.922,,,,
136286.0,,,117.601,,,,,,,,,
136311.0,,,,41.461,,,,,,,,
136336.0,,,,,71.064,,,,,,,
136337.0,,,,,71.063,,,,,,,
136422.0,,,,44.948,,,,,,,,
136666.0,,,,,,,,,,59.551,,
136723.0,,,,,,,,,45.822,,,
136731.0,,,,,,,,,50.694,,,
136818.0,,,,,,,62.932,,,,,
137291.0,,,,,,,,48.03,,,,
137680.0,,,,,,,,,,,38.001,
137681.0,,,,,,,,,,,38.001,
137805.0,,,,,,,63.072,,,,,
137999.0,,,,,,,,,,59.286,,
138597.0,,,,,,,63.202,,,,,
138735.0,,,,,,,,,,59.578,,
138928.0,,,,,,,,,,60.365,,
138978.0,,,,41.469,,,,,,,,
138980.0,,,,44.954,,,,,,,,
139054.0,,,,,,62.1065,,,,,,
139055.0,,,,,,53.045,,,,,,
139057.0,,,,,,71.163,,,,,,
139125.0,,,,,,,,,,,37.881,
139128.0,,,,,,,,,,,37.879,
139626.0,,,,,,,63.094,,,,,
139632.0,,,,,,,,,,60.673,,
140164.0,,,,,69.486,,,,,,,
140174.0,,,,,69.477,,,,,,,
140322.0,,,,,,,,,,,,31.851999999999997
140323.0,,,,,,,,,,,,33.80533333333333
140357.0,,,,,,,,48.124,,,,
140358.0,,,,,,,,48.123,,,,
140383.0,,,,,,,,,,,37.955,
140568.0,,,,,,,63.323,,,,,
140691.0,,,,,,64.6155,,,,,,
140692.0,,,,,,62.97666666666667,,,,,,
141070.0,,,,,,,,,,60.318,,
141484.0,,,,,,,63.287,,,,,
141640.0,,,,41.502,,,,,,,,
141644.0,,,,44.845,,,,,,,,
141677.0,,,,,,,,,,,38.907000000000004,
141990.0,,,,,,,,,,60.517,,
141994.0,,,,,,,,,,61.337,,
142465.0,,,,,,,,,,62.066,,
142510.0,,,,,,,63.178,,,,,
142813.0,,,,,,,,47.714333333333336,,,,
142889.0,,,,,,,,,,,,32.2575
142891.0,,,,,,,,,,,,33.273
142892.0,,,,,,,,,,,,33.272
142982.0,,,,,71.037,,,,,,,
142983.0,,,,,71.036,,,,,,,
143418.0,,,,,,,63.399,,,,,
144147.0,,,,,,,,48.126,,,,
144148.0,,,,,,,,48.125,,,,
144149.0,,,,,,,,48.125,,,,
144199.0,,,,,,,,,44.4015,,,
144200.0,,,,,,,,,44.856,,,
144301.0,,,,41.358,,,,,,,,
144850.0,,,,,,,,,,,37.987,
145223.0,,,,43.778,,,,,,,,
145835.0,,,,,,,,,42.56433333333334,,,
145836.0,,,,,,,,,44.131,,,
145840.0,,,,,,,,,41.775,,,
146016.0,,,117.864,,,,,,,,,
146363.0,,,,,,,,,,,,39.1695
146364.0,,,,,,,,,,,,42.292
146470.0,,,,,,,,,,,37.59633333333333,
146860.0,,,,41.575,,,,,,,,
146989.0,,,,,68.911,,,,,,,
146990.0,,,,,68.91,,,,,,,
147218.0,,,,,,,,47.818,,,,
147219.0,,,,,,,,47.817,,,,
147693.0,,,,,,,,,,,37.607,
147987.0,,,,43.721,,,,,,,,
148245.0,,,,49.712,,,,,,,,
148246.0,,,,46.057,,,,,,,,
148247.0,,,,47.15,,,,,,,,
148248.0,,,,48.212,,,,,,,,
148249.0,,,,53.85566666666667,,,,,,,,
148250.0,,,,57.8505,,,,,,,,
148251.0,,,,53.805,,,,,,,,
148252.0,,,,58.408500000000004,,,,,,,,
148257.0,,,,63.680499999999995,,,,,,,,
148261.0,,,,66.2875,,,,,,,,
148264.0,,,,69.662,,,,,,,,
148265.0,,,,68.225,,,,,,,,
148267.0,,,,70.988,,,,,,,,
148275.0,,,,74.976,,,,,,,,
148278.0,,,,72.31,,,,,,,,
148283.0,,,,73.739,,,,,,,,
148289.0,,,,77.52,,,,,,,,
148291.0,,,,76.496,,,,,,,,
148302.0,,,,82.732,,,,,,,,
148305.0,,,,79.249,,,,,,,,
148308.0,,,,80.164,,,,,,,,
148309.0,,,,81.905,,,,,,,,
148312.0,,,,84.666,,,,,,,,
148320.0,,,,85.272,,,,,,,,
149629.0,,,,86.539,,,,,,,,
150652.0,,,,84.988,,,,,,,,
152291.0,,,,86.42,,,,,,,,
153312.0,,,,84.993,,,,,,,,
154952.0,,,,86.346,,,,,,,,
156077.0,,,,84.992,,,,,,,,
157614.0,,,,86.438,,,,,,,,
158741.0,,,,85.065,,,,,,,,
160277.0,,,,86.429,,,,,,,,
161403.0,,,,85.299,,,,,,,,
162835.0,,,,86.529,,,,,,,,
164167.0,,,,85.199,,,,,,,,
165497.0,,,,86.527,,,,,,,,
166830.0,,,,87.757,,,,,,,,
168159.0,,,,84.892,,,,,,,,
